apt_id,phone,email,source_url,checked_at,notes
2739046,(844) 579-9710,,https://www.centricone90.com/,2026-09-10,
2763841,,,,,no-website
2058512,(877) 541-1205,,https://www.creeksideatlegacy.com/,2026-09-10,
2861988,(469) 617-6012,,https://www.liveferro.com/,2026-09-10,
2023604,(469) 746-3987,,https://www.thornburyatchaseoaksapts.com/,2026-09-10,
1771372,(972) 914-1880,,https://www.steeplechasedallas.com/,2026-09-10,
2028165,(866) 720-3723,,https://www.bentleyplaceapts.com/,2026-09-10,
2058800,(972) 468-1167,webaccessibility@entrata.com,https://www.1201park.com/,2026-09-10,
2039201,(888) 857-2678,,https://www.livecarringtonpark.com/,2026-09-10,
2895746,(945) 292-5539,,https://www.windsorcommunities.com/properties/windsor-west-plano/,2026-09-10,
1708628,(972) 423-0699,,https://waterfordonthemeadow.com/,2026-09-10,
2924684,(945) 206-6774,,https://www.one90gateway.com/,2026-09-10,
2058069,(972) 440-1482,,https://www.legendsatchaseoaks.com/,2026-09-10,
2053077,(877) 478-3874,,https://www.brooksonpreston.net/,2026-09-10,
2006888,(972) 447-2800,colonnade@willowbridgepc.com,https://www.colonnadeatwillowbend.com/,2026-09-10,
2929495,(469) 813-8699,thebuckley@greystar.com,https://thebuckleyplano.com/,2026-09-10,
2097508,(469) 312-6686,,https://villasatlegacy-plano.com/,2026-09-10,
2805254,(469) 290-3598,,https://www.lvl29life.com/,2026-09-10,
2002288,(469) 599-4073,,https://www.avalonatchaseoaksapts.com/,2026-09-10,
2779499,(214) 501-3035,info@thebridgeplano.com,https://www.thebridgeplano.com/,2026-09-10,
2908642,(469) 797-0770,,https://theludlowplano.com/,2026-09-10,
356947,(469) 202-4974,,https://www.auranorthline.com/,2026-09-10,
2069317,,,http://www.laventuraapartments.com,2026-09-10,no-contact-found
2504520,(866) 610-7106,mcdermottplace@willowbridgepc.com,https://www.mcdermottplace.com/,2026-09-10,
2543479,(469) 277-9987,lead-cot-100558-media-40@cottonwood.vida.leadmanaging.com,https://www.cottonwoodridgeview.com/,2026-09-10,
2672947,(833) 596-0220,,https://www.bellgatewayvillage.com/,2026-09-10,
2628294,,,,,no-website
2571968,,,,,no-website
2945424,(877) 729-5587,,https://www.parkresidences-plano.com/,2026-09-10,
1963481,(866) 466-7328,,https://www.affordablehousing.com/plano-tx/collin-creek-851899/,2026-09-10,
2666205,,,https://www.dallasapartmentsuptown.com/estate/parkside-at-legacy-apartments/,2026-09-10,no-contact-found
2763842,,,,,no-website
2787666,(972) 450-1409,webaccessibility@entrata.com,https://www.latitudeplano.com/,2026-09-10,
1976049,(833) 590-1453,accessibility@apartments247.com,https://www.lakeshoreatpreston.com/,2026-09-10,
2070489,(888) 994-8416,,https://www.furnishedhousing.com/property/50180/tx/plano/sheridan-park-at-spring-creek,2026-09-10,
2073802,(972) 637-6789,,https://watersedgeplano.com/,2026-09-10,
2560139,(972) 362-4050,,https://www.student.com/us/tx/richardson/p/axis-3700,2026-09-10,
2786868,(833) 705-1786,kincaid.propertywebsite.gsintercontinental@aptleasing.info,https://thekincaidlegacyplano.com/,2026-09-10,
1824574,,,,,no-website
2843992,,,https://www.legacynorthapts.com/,2026-09-10,no-contact-found
1571757,(972) 637-6775,,https://thecrosscreek.com/,2026-09-10,
2084407,(972) 362-9688,accessibility@apartments247.com,https://www.theranchatridgeview.com/,2026-09-10,
2818383,(469) 966-7447,,https://www.windsorcommunities.com/properties/windsor-preston/,2026-09-10,
1268247,(855) 432-6790,foxtrails_2023_livingroom_01@3x.jpg,https://www.irtliving.com/Apartments/Texas/Plano/Fox-Trails,2026-09-10,
2712754,,,http://www.junction15apartments.com,2026-09-10,no-contact-found
1503117,,,,,no-website
113282,,,https://thehuntersglen.com/,2026-09-10,no-contact-found
2039198,(469) 649-7776,,https://www.camdenliving.com/apartments/plano-tx/camden-legacy-park,2026-09-10,
2047307,(972) 306-5836,,https://www.prestonwoodhillsapts.com/,2026-09-10,
2091841,(972) 914-7505,,https://www.windsorcommunities.com/properties/legacy-at-windsor/,2026-09-10,
2932770,(469) 814-0070,webaccessibility@entrata.com,https://www.theemoryplano.com/,2026-09-10,
1971215,(888) 365-9846,,https://www.mqlegacy.com/,2026-09-10,
1971235,(940) 290-6948,,https://www.cottagesattulane.com/,2026-09-10,
179611,,,http://evanagrove.com/,2026-09-10,no-contact-found
2041713,(866) 416-4210,theellingtontx.webpropertywebsite.avenue5@assist.rent,https://www.liveellington.com/,2026-09-10,
2071041,(844) 396-8866,,https://parkerplano.com/,2026-09-10,
2686924,(844) 583-4227,,https://www.amli.com/apartments/dallas/north-dallas-apartments/amli-west-plano,2026-09-10,
2858142,(469) 564-5904,,https://www.theresidencesatpromontory.com/,2026-09-10,
94855,(972) 945-9081,,https://www.harborgroupmanagement.com/apartments/tx/plano/fairway,2026-09-10,
2116704,(430) 243-4542,,https://www.udr.com/dallas-apartments/plano/legacy-village-apartment-homes/,2026-09-10,
2672946,,profiles@birdeye.com,https://reviews.birdeye.com/park-at-gateway-156779284284034,2026-09-10,
2672945,(833) 596-0220,,https://www.bellgatewayvillage.com/,2026-09-10,
2544000,(855) 388-7904,,https://www.belairdowntown.com/,2026-09-10,
1935918,(972) 449-4836,,https://www.villasatchaseoaks.com/,2026-09-10,
2556799,(469) 715-3905,,https://evergreenplano.com/,2026-09-10,
2595347,,,,,no-website
2122987,(469) 409-4861,,https://linkatplano.com/,2026-09-10,
1623283,(844) 512-1742,,https://legacy.anterra.com/,2026-09-10,
1972919,,,,,no-website
2031654,(972) 431-0520,accessibility@apartments247.com,https://www.gardengateapartmentsplano.com/,2026-09-10,
2031655,(469) 717-4407,,https://www.camdenliving.com/apartments/plano-tx/camden-legacy-creek,2026-09-10,
2084397,(844) 491-3591,thepointatdeerfield.934447@leads.eliseai.com,https://www.thepointatdeerfield.com/,2026-09-10,
2582787,(469) 721-6752,,https://www.plazaatchaseoaks.com/,2026-09-10,
2614632,(945) 351-0963,,https://www.dorianandencoreluxuryliving.com/,2026-09-10,
92688,(972) 449-4065,,https://www.custerparkapts.com/custer-park-plano-tx,2026-09-10,
365483,(940) 251-0936,accessibility@apartments247.com,https://www.thewoodlandsofplano.com/,2026-09-10,
2120057,(833) 402-5986,,https://townsofchapelhill.com/,2026-09-10,
1716655,,chamilton@francemediainc.com,https://multifamilyaffordablehousing.com/granite-towers-equity-group-acquires-hathaway-at-willow-bend-in-plano-texas/,2026-09-10,
2900849,(903) 282-3286,k.avenue@pivotal-hp.com,https://www.pivotal-communities.com/properties/k-avenue-lofts,2026-09-10,
1989159,(972) 634-7092,,https://www.trueconnectioncommunities.com/texas-senior-living/the-oaks-at-plano/,2026-09-10,
2632167,(972) 491-3100,,https://conservatoryatplano.com/,2026-09-10,
1747603,(855) 409-0445,webaccessibility@entrata.com,https://www.birchstonewestplano.com/,2026-09-10,
2116749,(940) 464-5466,,https://www.maac.com/texas/dallas/maa-legacy/,2026-09-10,
2631255,(469) 827-9156,accessibility@atriaseniorliving.com,https://www.atriaseniorliving.com/retirement-communities/atria-canyon-creek-plano-tx,2026-09-10,
2846017,(469) 225-8445,,https://www.luxiapreston.com/,2026-09-10,
2843990,,,https://www.legacynorthapts.com/,2026-09-10,no-contact-found
287594,,,https://www.willowbridgepc.com/properties/the-leighton-apartments-plano-texas,2026-09-10,no-contact-found
2097518,(469) 551-4226,,https://www.harborgroupmanagement.com/apartments/tx/plano/reserve-at-pebble-creek,2026-09-10,
2109636,(469) 551-4308,,https://www.harborgroupmanagement.com/apartments/tx/plano/somerset-at-spring-creek,2026-09-10,
1511233,(972) 784-8600,thewexley@founderspropertymanagement.com,https://www.thewexleyplano.com/,2026-09-10,
1515006,(940) 464-5507,,https://www.maac.com/texas/dallas/maa-highwood/,2026-09-10,
1974850,(866) 204-5304,,https://www.wellingtonplano.com/,2026-09-10,
134633,(972) 424-6561,,https://groveparkplano.com/,2026-09-10,
2802245,(972) 945-8607,,https://www.moradaplano.com/,2026-09-10,
1580300,(945) 207-3160,,https://www.greenbriar-plano.com/greenbriar-plano-tx,2026-09-10,
2132903,(972) 943-3577,webaccessibility@entrata.com,https://www.heritageatlakeside.com/,2026-09-10,
2092539,(469) 721-1817,webaccessibility@entrata.com,https://www.liveatthelivingston.com/,2026-09-10,
2953639,(469) 613-4642,,https://www.mariposacommparkway.com/apartments/tx/plano/floor-plans,2026-09-10,
2820374,(682) 418-2225,,https://orchardsmarketplaza.com/,2026-09-10,
2734943,(214) 617-2310,,https://thehollandlegacywest.com/,2026-09-10,
2116750,,,,,no-website
2710065,(469) 240-6328,,https://liveoverture.com/communities/overture-plano/,2026-09-10,
2027278,(469) 430-2926,calvin@reapmgt.com,https://www.livecalvin.com/,2026-09-10,
2808931,(469) 804-6577,,https://www.instratalegacywest.com/,2026-09-10,
26251,(972) 639-5321,,https://www.willowbridgepc.com/properties/the-lydian-apartments-plano-texas,2026-09-10,
1747612,,,,,no-website
269792,(833) 486-1256,,https://www.belairon16th.com/,2026-09-10,
1708744,(972) 517-6897,,https://www.psplano.com/,2026-09-10,
2936294,(832) 251-7956,,https://www.after55.com/tx/plano/novum-plano/6q93pst,2026-09-10,
2545145,(972) 640-8306,webaccessibility@entrata.com,https://www.mcdermott55.com/,2026-09-10,
21924,(469) 297-9925,,https://www.chisholmplace.com/,2026-09-10,
21157,(972) 517-2774,,https://www.highpointplano.com/,2026-09-10,
1640889,(214) 307-8693,,https://npmainc.com/property/windsor-place-townhomes/,2026-09-10,
2654207,(888) 857-2678,,https://www.livecarringtonpark.com/,2026-09-10,
2843129,(972) 424-2296,,https://patriotparkplano.com/,2026-09-10,
2115198,,,https://www.seniorlivingguide.com/communities/the-waterford-at-plano-3401-premier-drive-plano-tx-75023/,2026-09-10,no-contact-found
2873065,(945) 299-1401,,https://twinriversatcollincreek.com/plano-neighborhoods/,2026-09-10,
2107914,(972) 867-2700,,https://www.villasofmissionbend.com/,2026-09-10,
148646,(972) 424-0820,,https://thealtavistaapts.com/,2026-09-10,
2107892,(972) 945-6745,,https://www.langdonatspringcreek.com/,2026-09-10,
2572901,(972) 640-8306,webaccessibility@entrata.com,https://www.mcdermott55.com/,2026-09-10,
2721330,(833) 409-6386,,https://www.horizonatpremier.com/,2026-09-10,
2069471,(469) 829-7246,,https://solsticeseniorlivingplano.com/,2026-09-10,
2873533,(469) 240-6422,galaatpremier-w@m.knck.io,https://www.galapremier.com/,2026-09-10,
148655,(214) 501-3219,,https://livevillasdelsol.com/,2026-09-10,
2683019,(972) 916-9441,,https://www.tuscanyvillasplano.net/,2026-09-10,
2803398,(972) 423-1544,,https://www.ambervistaplano.com/,2026-09-10,
13310,(972) 424-0216,,https://www.shilohparkapts.com/,2026-09-10,
1524318,(972) 292-8811,,https://thebauergrouprealty.com/home-search/listings/v2/tx/plano/cobblestone/condos,2026-09-10,
1808832,(469) 517-3651,,https://www.aspencourt.com/,2026-09-10,
2567179,(430) 243-4542,,https://www.udr.com/dallas-apartments/plano/legacy-village-apartment-homes/,2026-09-10,
769,,,,,no-website
2856761,,,,,no-website
2986934,(972) 362-9688,accessibility@apartments247.com,https://www.theranchatridgeview.com/,2026-09-10,
354556,,,https://magicpin.com/usa/Plano/Downtown-Plano/Other/Pleasant-Park-Apartments/store/246a066,2026-09-10,no-contact-found
180271,(972) 867-8000,,https://www.travelweekly.com/Hotels/Plano-TX/Courtyard-Dallas-Plano-Parkway-p53239725,2026-09-10,
1764969,,,,,no-website
163325,,,,,no-website
2820598,,,https://www.touraine-plano.com/,2026-09-10,no-contact-found
84143,,,,,no-website
163334,(844) 329-5798,livesavoy@savoytx.com,https://www.livesavoy.com/belleview/,2026-09-10,
84125,,,https://www.liveatmagnolia.com/homes/tx/dallas/magnolia-on-moser/,2026-09-10,no-contact-found
1571819,,,https://www.taa.org/,2026-09-10,no-contact-found
2039505,(844) 743-3955,,https://www.marquiswaterview.com/,2026-09-10,
2039698,(972) 945-0312,,https://cortland.com/apartments/cortland-prairie-creek/,2026-09-10,
2751130,(844) 542-4236,,https://www.liveatreserve.com/,2026-09-10,
2117157,,,,,no-website
2748103,(844) 493-7356,,https://www.vantagespringcreek.com/,2026-09-10,
2770320,(469) 746-3960,,https://www.thejamesatcanyoncreek.com/,2026-09-10,
2018601,(972) 430-5578,,https://www.thehomesofprairiesprings.com/homes-of-prairie-springs-richardson-tx/,2026-09-10,
2832628,(972) 428-3024,northsideleasing@bbcgrp.com,https://www.liveatnorthside.com/,2026-09-10,
2645564,(972) 640-8891,,https://thepradera.com/,2026-09-10,
2696110,(972) 866-7834,,https://www.rentanapt.com/apartments/tx/richardson/estates-of-richardson/,2026-09-10,
2726690,(877) 658-5613,cityline@syncre.com,https://www.synccityline.com/,2026-09-10,
2721394,,,https://axis110.com/,2026-09-10,no-contact-found
2725292,(833) 350-2604,,https://www.steadfastmanagement.com/apartments/tx/richardson/the-lofts-at-palisades-apartments/default,2026-09-10,
2758568,(972) 428-3024,northsideleasing@bbcgrp.com,https://www.liveatnorthside.com/,2026-09-10,
2786866,(469) 737-9293,,https://www.theregisterapts.com/,2026-09-10,
2725278,(972) 945-8971,,https://www.windsorcommunities.com/properties/windsor-cityline/,2026-09-10,
2693848,(945) 245-3080,,https://www.thestandardatcitylineapts.com/the-standard-at-cityline,2026-09-10,
2776050,(972) 428-3024,northsideleasing@bbcgrp.com,https://www.liveatnorthside.com/,2026-09-10,
2924643,(469) 838-5709,,https://www.citylineriley.com/,2026-09-10,
2811014,(972) 428-3024,northsideleasing@bbcgrp.com,https://www.liveatnorthside.com/,2026-09-10,
1865440,(469) 723-9047,webaccessibility@entrata.com,https://www.canterburycourts.com/,2026-09-10,
2739599,(469) 715-4424,,https://citylinelyla.com/,2026-09-10,
2784362,(833) 204-9997,,https://www.bellcityline.com/,2026-09-10,
2707424,(945) 302-1036,,https://www.anthemcityline.com/,2026-09-10,
2725294,(469) 988-6505,,https://www.udr.com/dallas-apartments/richardson/the-flats-at-palisades/,2026-09-10,
2058066,(972) 885-3328,,https://www.breckinridgepoint.com/,2026-09-10,
2058065,(972) 885-3328,,https://www.breckinridgepoint.com/,2026-09-10,
1615274,,,,,no-website
2784361,(833) 204-9997,,https://www.bellcityline.com/,2026-09-10,
2667180,(972) 235-7800,,https://evergreenrichardson.com/,2026-09-10,
2692418,(945) 295-9958,,https://www.lifeatcreekside.com/,2026-09-10,
2054151,(972) 945-3484,accessibility@apartments247.com,https://www.villagesatclearsprings.com/,2026-09-10,
155691,(469) 498-1337,,https://www.theroyalarmsapts.com/,2026-09-10,
2693849,(945) 245-3080,,https://www.thestandardatcitylineapts.com/the-standard-at-cityline,2026-09-10,
220291,(833) 561-1610,accessibility@apartments247.com,https://www.foundationatcityline.com/,2026-09-10,
2686978,(972) 479-9510,info@theyorkshireliving.com,https://www.theyorkshireliving.com/the-yorkshire-apartment-homes,2026-09-10,
